submission_id,adj,age,applicability,attentionCheck,comments,context,education,experiment_duration,experiment_end_time,experiment_start_time,gender,isPassedAttention,languages,prolific_pid,prolific_session_id,prolific_study_id,responseTime,state,trialType
3225,bad,57,9,,,pizza,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4216,1,trial
3225,okay,57,1,,,restaurant meal,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4920,5,trial
3225,okay,57,3,,,restaurant meal,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,7992,2,trial
3225,bad,57,4,4,,pizza,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,6284,2,attention
3225,amazing,57,1,,,pizza,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4602,2,trial
3225,terrible,57,2,,,coffee,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,6482,2,trial
3225,okay,57,4,,,coffee,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,5630,4,trial
3225,amazing,57,9,,,concert,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,3140,5,trial
3225,good,57,7,,,movie,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4588,4,trial
3225,terrible,57,1,,,concert,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4744,5,trial
3225,terrible,57,9,,,coffee,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,2982,1,trial
3225,bad,57,6,,,cookie,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,9350,2,trial
3225,terrible,57,2,2,,restaurant meal,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4960,4,attention
3225,bad,57,1,,,restaurant meal,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,4039,5,trial
3225,amazing,57,6,,,party,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,3967,4,trial
3225,amazing,57,2,,,coffee,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,5048,3,trial
3225,bad,57,1,,,party,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,3784,3,trial
3225,good,57,7,,,party,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,5928,5,trial
3225,okay,57,9,,,party,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,3664,3,trial
3225,good,57,4,,,party,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,5396,3,trial
3225,amazing,57,1,,,restaurant meal,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,7722,1,trial
3225,bad,57,1,,,cookie,Graduated High-school,170452,1772205245429,1772205074977,male,true,English,651ac88823e71c05dbc1ff63,69a1b40f29c6f4d94d664388,69a18850c4d395e0a69fcdc7,2818,4,trial
3226,bad,31,1,,,movie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,9428,5,trial
3226,bad,31,3,,,coffee,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,6210,3,trial
3226,good,31,8,,,pizza,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3950,4,trial
3226,bad,31,4,,,concert,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3156,2,trial
3226,okay,31,3,,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2908,1,trial
3226,okay,31,2,,,movie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,6097,4,trial
3226,terrible,31,3,,,coffee,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3454,3,trial
3226,good,31,1,,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2646,1,trial
3226,good,31,1,1,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3132,4,attention
3226,bad,31,1,,,concert,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2954,4,trial
3226,amazing,31,2,,,pizza,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2550,2,trial
3226,okay,31,1,,,party,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2854,5,trial
3226,good,31,7,,,movie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2632,3,trial
3226,okay,31,6,,,coffee,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2410,2,trial
3226,amazing,31,3,,,concert,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2696,3,trial
3226,terrible,31,1,,,party,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2278,4,trial
3226,amazing,31,7,,,restaurant meal,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2287,4,trial
3226,terrible,31,5,5,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2645,2,attention
3226,amazing,31,1,,,coffee,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2918,1,trial
3226,amazing,31,9,,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2797,5,trial
3226,terrible,31,1,,,pizza,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2401,5,trial
3226,okay,31,4,,,restaurant meal,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2845,3,trial
3226,good,31,7,,,pizza,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3736,5,trial
3226,good,31,3,,,movie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2696,2,trial
3226,terrible,31,6,,,cookie,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,4276,2,trial
3226,terrible,31,9,,,restaurant meal,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,2028,1,trial
3226,bad,31,8,,,concert,Graduated High-school,181829,1772205272612,1772205090783,female,true,English,673d25851173193daa4771ca,69a1b40fe906d5b86afdd2e9,69a18850c4d395e0a69fcdc7,3994,1,trial
3231,okay,47,6,,,movie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,13037,3,trial
3231,good,47,3,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,17164,2,trial
3231,bad,47,1,,,movie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,5772,5,trial
3231,okay,47,3,,,concert,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,12310,4,trial
3231,okay,47,3,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,10957,1,trial
3231,bad,47,1,,,cookie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,5528,3,trial
3231,amazing,47,9,,,movie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,4018,5,trial
3231,good,47,4,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,6032,5,trial
3231,okay,47,5,5,,movie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,8344,5,attention
3231,amazing,47,7,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,5716,4,trial
3231,amazing,47,1,,,party,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,4592,1,trial
3231,bad,47,3,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,4062,4,trial
3231,terrible,47,2,,,party,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,3538,2,trial
3231,terrible,47,1,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,6454,3,trial
3231,okay,47,7,,,coffee,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,7283,2,trial
3231,good,47,5,,,concert,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,7764,3,trial
3231,okay,47,1,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,5410,5,trial
3231,good,47,4,4,,party,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,4544,2,attention
3231,amazing,47,2,,,concert,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,6824,2,trial
3231,terrible,47,1,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,3770,5,trial
3231,bad,47,2,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,10332,2,trial
3231,terrible,47,1,,,restaurant meal,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,3672,4,trial
3231,terrible,47,9,,,pizza,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,5425,1,trial
3231,amazing,47,6,,,coffee,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,6300,3,trial
3231,good,47,5,,,party,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,3972,4,trial
3231,good,47,1,,,concert,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,4178,1,trial
3231,bad,47,9,,,cookie,Higher degree,217357,1772205332324,1772205114967,male,true,English,615df15772fbf6ba104032fe,69a1b432bd5a548c407d95aa,69a18850c4d395e0a69fcdc7,6396,1,trial
3233,amazing,33,1,,,pizza,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,8839,2,trial
3233,amazing,33,9,,,restaurant meal,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4685,4,trial
3233,terrible,33,9,,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4229,1,trial
3233,terrible,33,8,,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4812,2,trial
3233,good,33,5,,,restaurant meal,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,7919,3,trial
3233,good,33,7,,,cookie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4739,5,trial
3233,good,33,2,,,cookie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,6622,2,trial
3233,bad,33,1,,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3943,5,trial
3233,good,33,5,5,,concert,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,11909,3,attention
3233,bad,33,8,,,concert,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,5546,2,trial
3233,okay,33,2,,,pizza,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,8683,5,trial
3233,good,33,2,,,restaurant meal,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4658,1,trial
3233,bad,33,2,,,pizza,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3887,4,trial
3233,okay,33,3,,,coffee,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,6244,1,trial
3233,terrible,33,1,,,cookie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3667,5,trial
3233,terrible,33,2,,,cookie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4421,3,trial
3233,okay,33,9,,,cookie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4417,3,trial
3233,amazing,33,5,5,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3692,2,attention
3233,okay,33,4,,,coffee,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4000,4,trial
3233,amazing,33,9,,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4276,5,trial
3233,bad,33,9,,,pizza,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3904,1,trial
3233,amazing,33,1,,,concert,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,2775,1,trial
3233,amazing,33,3,,,restaurant meal,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,5615,3,trial
3233,okay,33,7,,,party,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,4756,2,trial
3233,good,33,9,,,movie,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,5206,4,trial
3233,bad,33,2,,,pizza,Graduated High-school,171149,1772205371773,1772205200624,female,true,English,6978c9de12be2c3293c32576,69a1b446fee665568fa9c96f,69a18850c4d395e0a69fcdc7,3855,3,trial
