submission_id,adj,age,attentionCheckV,comments,context,education,emoji,experiment_duration,experiment_end_time,experiment_start_time,gender,inferredArousal,inferredValence,isPassedAttention,languages,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialType
3693,amazing,45,,,restaurant meal,Graduated College,😀,127149,1774531893060,1774531765911,female,9,9,true,English,654be38e60b66f01da5a3a27,69c534af82ebc1cf18dfe84e,69c454f0a957309ec861affe,3815,trial
3694,amazing,41,,,party,Higher degree,😀,102485,1774531893878,1774531791393,male,9,9,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,11176,trial
3694,good,41,,,party,Higher degree,null,102485,1774531893878,1774531791393,male,5,7,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,9060,trial
3694,terrible,41,,,coffee,Higher degree,null,102485,1774531893878,1774531791393,male,7,1,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,5626,trial
3694,okay,41,2,,cookie,Higher degree,😗,102485,1774531893878,1774531791393,male,0,2,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,5008,attention
3694,bad,41,,,pizza,Higher degree,😔,102485,1774531893878,1774531791393,male,5,2,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,5822,trial
3694,amazing,41,,,restaurant meal,Higher degree,null,102485,1774531893878,1774531791393,male,7,9,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,6200,trial
3694,bad,41,,,party,Higher degree,null,102485,1774531893878,1774531791393,male,4,2,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,4936,trial
3694,bad,41,4,,pizza,Higher degree,😔,102485,1774531893878,1774531791393,male,0,4,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,4068,attention
3694,okay,41,,,cookie,Higher degree,null,102485,1774531893878,1774531791393,male,1,5,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,7210,trial
3694,okay,41,,,cookie,Higher degree,😗,102485,1774531893878,1774531791393,male,8,5,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,8188,trial
3694,good,41,,,movie,Higher degree,😊,102485,1774531893878,1774531791393,male,7,7,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,6362,trial
3694,terrible,41,,,party,Higher degree,☹️,102485,1774531893878,1774531791393,male,8,1,true,English,5b4d64a9b8b20a00015a850e,69c534c8e4439d0b35986787,69c454f0a957309ec861affe,6024,trial
3705,bad,33,,,pizza,Higher degree,null,149592,1774531924193,1774531774601,male,8,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,21618,trial
3705,terrible,33,,,pizza,Higher degree,null,149592,1774531924193,1774531774601,male,3,1,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,10636,trial
3705,amazing,33,,,movie,Higher degree,😊,149592,1774531924193,1774531774601,male,8,8,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,12650,trial
3705,bad,33,3,,movie,Higher degree,☺️,149592,1774531924193,1774531774601,male,0,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,6770,attention
3705,okay,33,,,cookie,Higher degree,null,149592,1774531924193,1774531774601,male,8,9,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,8198,trial
3705,good,33,,,movie,Higher degree,😀,149592,1774531924193,1774531774601,male,5,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,7102,trial
3705,okay,33,,,party,Higher degree,😗,149592,1774531924193,1774531774601,male,8,7,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,6502,trial
3705,terrible,33,3,,pizza,Higher degree,😠,149592,1774531924193,1774531774601,male,0,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,7614,attention
3705,amazing,33,,,restaurant meal,Higher degree,null,149592,1774531924193,1774531774601,male,9,6,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,5014,trial
3705,bad,33,,,restaurant meal,Higher degree,😠,149592,1774531924193,1774531774601,male,4,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,6944,trial
3705,terrible,33,,,pizza,Higher degree,😩,149592,1774531924193,1774531774601,male,5,3,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,6290,trial
3705,good,33,,,cookie,Higher degree,null,149592,1774531924193,1774531774601,male,9,8,true,English,69a82e484e9029ef1a4a99d4,69c534aac7def5ce05fcf414,69c454f0a957309ec861affe,5926,trial
3695,bad,28,,,pizza,Graduated College,😔,112371,1774531897884,1774531785513,female,4,1,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,9607,trial
3695,amazing,28,,,restaurant meal,Graduated College,null,112371,1774531897884,1774531785513,female,8,8,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5826,trial
3695,okay,28,,,movie,Graduated College,😐,112371,1774531897884,1774531785513,female,4,5,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5422,trial
3695,good,28,5,,restaurant meal,Graduated College,🙁,112371,1774531897884,1774531785513,female,0,5,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,8217,attention
3695,terrible,28,,,coffee,Graduated College,🙁,112371,1774531897884,1774531785513,female,4,2,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5689,trial
3695,amazing,28,,,concert,Graduated College,😆,112371,1774531897884,1774531785513,female,9,9,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,7243,trial
3695,bad,28,,,concert,Graduated College,null,112371,1774531897884,1774531785513,female,2,2,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,6496,trial
3695,terrible,28,2,,concert,Graduated College,😠,112371,1774531897884,1774531785513,female,0,2,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5981,attention
3695,good,28,,,cookie,Graduated College,😆,112371,1774531897884,1774531785513,female,9,8,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,7618,trial
3695,okay,28,,,party,Graduated College,null,112371,1774531897884,1774531785513,female,6,5,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,10738,trial
3695,good,28,,,concert,Graduated College,null,112371,1774531897884,1774531785513,female,8,8,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5118,trial
3695,terrible,28,,,coffee,Graduated College,null,112371,1774531897884,1774531785513,female,3,3,true,english,6978ce449b790cb61d7c52c2,69c534baf81423a7a70b7c06,69c454f0a957309ec861affe,5670,trial
3696,amazing,23,,,movie,Graduated College,null,128345,1774531897720,1774531769375,male,8,9,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,5560,trial
3696,terrible,23,,,concert,Graduated College,☹️,128345,1774531897720,1774531769375,male,5,1,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,6287,trial
3696,bad,23,,,coffee,Graduated College,null,128345,1774531897720,1774531769375,male,3,4,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,5259,trial
3696,bad,23,1,,concert,Graduated College,😊,128345,1774531897720,1774531769375,male,0,1,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,4405,attention
3696,amazing,23,,,movie,Graduated College,☺️,128345,1774531897720,1774531769375,male,6,8,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,11738,trial
3696,terrible,23,,,restaurant meal,Graduated College,null,128345,1774531897720,1774531769375,male,4,2,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,19287,trial
3696,bad,23,,,concert,Graduated College,😔,128345,1774531897720,1774531769375,male,4,4,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,10770,trial
3696,bad,23,5,,movie,Graduated College,🙂,128345,1774531897720,1774531769375,male,0,5,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,3284,attention
3696,good,23,,,cookie,Graduated College,🙂,128345,1774531897720,1774531769375,male,2,6,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,15652,trial
3696,okay,23,,,movie,Graduated College,😐,128345,1774531897720,1774531769375,male,1,5,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,5670,trial
3696,good,23,,,movie,Graduated College,null,128345,1774531897720,1774531769375,male,2,7,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,4951,trial
3696,okay,23,,,cookie,Graduated College,null,128345,1774531897720,1774531769375,male,2,5,true,,6994d82fcd3bb578605980f7,69c534b437aaf720f08995a9,69c454f0a957309ec861affe,3219,trial
3697,terrible,39,,,restaurant meal,Graduated College,null,98770,1774531905469,1774531806699,male,9,1,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,10700,trial
3697,amazing,39,,,cookie,Graduated College,null,98770,1774531905469,1774531806699,male,9,9,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,6300,trial
3697,bad,39,,,movie,Graduated College,null,98770,1774531905469,1774531806699,male,7,3,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,5616,trial
3697,okay,39,1,,concert,Graduated College,😆,98770,1774531905469,1774531806699,male,0,1,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,5799,attention
3697,bad,39,,,cookie,Graduated College,😠,98770,1774531905469,1774531806699,male,8,2,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,8050,trial
3697,terrible,39,,,cookie,Graduated College,🙁,98770,1774531905469,1774531806699,male,9,1,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,4783,trial
3697,okay,39,,,concert,Graduated College,😗,98770,1774531905469,1774531806699,male,6,5,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,5468,trial
3697,bad,39,2,,pizza,Graduated College,☺️,98770,1774531905469,1774531806699,male,0,2,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,3465,attention
3697,amazing,39,,,concert,Graduated College,😆,98770,1774531905469,1774531806699,male,9,9,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,5599,trial
3697,okay,39,,,cookie,Graduated College,null,98770,1774531905469,1774531806699,male,5,5,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,3001,trial
3697,good,39,,,movie,Graduated College,🙂,98770,1774531905469,1774531806699,male,7,7,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,4617,trial
3697,good,39,,,coffee,Graduated College,null,98770,1774531905469,1774531806699,male,7,7,true,English,699d4c21f1992ed38fd1c0f9,69c534cd583bee92e8764e02,69c454f0a957309ec861affe,2766,trial
3698,good,34,,,party,Graduated College,null,138120,1774531911678,1774531773558,female,6,6,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,17176,trial
3698,amazing,34,,,concert,Graduated College,null,138120,1774531911678,1774531773558,female,8,8,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,6767,trial
3698,okay,34,,,concert,Graduated College,null,138120,1774531911678,1774531773558,female,4,4,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,5024,trial
3698,good,34,2,,concert,Graduated College,🙂,138120,1774531911678,1774531773558,female,0,2,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,4840,attention
3698,terrible,34,,,pizza,Graduated College,null,138120,1774531911678,1774531773558,female,1,1,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,15656,trial
3698,amazing,34,,,cookie,Graduated College,☺️,138120,1774531911678,1774531773558,female,9,9,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,33496,trial
3698,okay,34,,,movie,Graduated College,😗,138120,1774531911678,1774531773558,female,5,5,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,4504,trial
3698,good,34,4,,restaurant meal,Graduated College,😩,138120,1774531911678,1774531773558,female,0,4,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,2576,attention
3698,terrible,34,,,restaurant meal,Graduated College,😠,138120,1774531911678,1774531773558,female,1,1,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,6987,trial
3698,bad,34,,,coffee,Graduated College,null,138120,1774531911678,1774531773558,female,1,1,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,3605,trial
3698,good,34,,,party,Graduated College,😆,138120,1774531911678,1774531773558,female,7,7,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,4888,trial
3698,bad,34,,,cookie,Graduated College,😩,138120,1774531911678,1774531773558,female,3,3,true,"english, welsh",6658b161506a8a9c5f1e4b58,69c534b65050b3931fc4f9b1,69c454f0a957309ec861affe,6063,trial
3699,amazing,68,,enjoyed,restaurant meal,Higher degree,☺️,136970,1774531914585,1774531777615,male,8,8,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,15488,trial
3699,terrible,68,,enjoyed,party,Higher degree,null,136970,1774531914585,1774531777615,male,6,2,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,14688,trial
3699,amazing,68,,enjoyed,coffee,Higher degree,null,136970,1774531914585,1774531777615,male,7,8,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,10392,trial
3699,terrible,68,5,enjoyed,cookie,Higher degree,😊,136970,1774531914585,1774531777615,male,0,5,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,9064,attention
3699,good,68,,enjoyed,concert,Higher degree,null,136970,1774531914585,1774531777615,male,7,6,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,9424,trial
3699,terrible,68,,enjoyed,party,Higher degree,☹️,136970,1774531914585,1774531777615,male,1,2,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,8344,trial
3699,okay,68,,enjoyed,movie,Higher degree,null,136970,1774531914585,1774531777615,male,6,5,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,6952,trial
3699,okay,68,2,enjoyed,movie,Higher degree,😐,136970,1774531914585,1774531777615,male,0,2,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,4920,attention
3699,good,68,,enjoyed,cookie,Higher degree,☺️,136970,1774531914585,1774531777615,male,8,7,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,5736,trial
3699,bad,68,,enjoyed,cookie,Higher degree,☹️,136970,1774531914585,1774531777615,male,2,2,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,5704,trial
3699,okay,68,,enjoyed,coffee,Higher degree,😗,136970,1774531914585,1774531777615,male,7,6,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,8425,trial
3699,bad,68,,enjoyed,pizza,Higher degree,null,136970,1774531914585,1774531777615,male,3,2,true,enhlish,5f9ec66a5a97fa0748bc61a3,69c534b5c7cfabd19fb328aa,69c454f0a957309ec861affe,7032,trial
3724,good,53,,,concert,Graduated College,😀,273162,1774532078096,1774531804934,female,7,7,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,26685,trial
3724,good,53,,,cookie,Graduated College,null,273162,1774532078096,1774531804934,female,6,6,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,18313,trial
3724,bad,53,,,movie,Graduated College,🙁,273162,1774532078096,1774531804934,female,3,3,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,29788,trial
3724,terrible,53,3,,party,Graduated College,😀,273162,1774532078096,1774531804934,female,0,3,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,14181,attention
3724,okay,53,,,movie,Graduated College,😗,273162,1774532078096,1774531804934,female,4,5,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,21763,trial
3724,amazing,53,,,movie,Graduated College,😊,273162,1774532078096,1774531804934,female,8,8,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,14481,trial
3724,okay,53,,,cookie,Graduated College,null,273162,1774532078096,1774531804934,female,5,5,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,28781,trial
3724,amazing,53,4,,cookie,Graduated College,😀,273162,1774532078096,1774531804934,female,0,4,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,6755,attention
3724,amazing,53,,,cookie,Graduated College,null,273162,1774532078096,1774531804934,female,9,9,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,8744,trial
3724,terrible,53,,,cookie,Graduated College,☹️,273162,1774532078096,1774531804934,female,1,1,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,13066,trial
3724,bad,53,,,restaurant meal,Graduated College,null,273162,1774532078096,1774531804934,female,1,1,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,12395,trial
3724,terrible,53,,,party,Graduated College,null,273162,1774532078096,1774531804934,female,1,1,true,,605af714e8c740c2141316f4,69c534ccf30b2f96ec28cfd2,69c454f0a957309ec861affe,11797,trial
3700,okay,52,,,restaurant meal,Graduated College,😐,139846,1774531921553,1774531781707,male,2,5,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,20278,trial
3700,bad,52,,,movie,Graduated College,null,139846,1774531921553,1774531781707,male,3,3,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7755,trial
3700,terrible,52,,,coffee,Graduated College,null,139846,1774531921553,1774531781707,male,4,2,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7413,trial
3700,good,52,4,,concert,Graduated College,😀,139846,1774531921553,1774531781707,male,0,4,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,8380,attention
3700,terrible,52,,,concert,Graduated College,😠,139846,1774531921553,1774531781707,male,5,1,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,11198,trial
3700,amazing,52,,,pizza,Graduated College,null,139846,1774531921553,1774531781707,male,4,6,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7885,trial
3700,bad,52,,,concert,Graduated College,🙁,139846,1774531921553,1774531781707,male,3,3,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7484,trial
3700,bad,52,1,,pizza,Graduated College,😗,139846,1774531921553,1774531781707,male,0,1,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,5487,attention
3700,amazing,52,,,concert,Graduated College,😆,139846,1774531921553,1774531781707,male,5,7,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7401,trial
3700,good,52,,,party,Graduated College,😆,139846,1774531921553,1774531781707,male,4,6,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,6722,trial
3700,okay,52,,,cookie,Graduated College,null,139846,1774531921553,1774531781707,male,3,4,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,7689,trial
3700,good,52,,,pizza,Graduated College,null,139846,1774531921553,1774531781707,male,5,5,true,English,69651f0e74249480b7a2e0eb,69c534b5c725956553ed3e76,69c454f0a957309ec861affe,5997,trial
3701,amazing,45,,,party,Graduated High-school,null,137652,1774531921519,1774531783867,female,7,8,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,11859,trial
3701,amazing,45,,,coffee,Graduated High-school,☺️,137652,1774531921519,1774531783867,female,8,8,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,6908,trial
3701,bad,45,,,movie,Graduated High-school,null,137652,1774531921519,1774531783867,female,2,2,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,9017,trial
3701,amazing,45,5,,restaurant meal,Graduated High-school,😊,137652,1774531921519,1774531783867,female,0,5,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,6678,attention
3701,okay,45,,,cookie,Graduated High-school,😐,137652,1774531921519,1774531783867,female,2,5,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,8798,trial
3701,terrible,45,,,coffee,Graduated High-school,null,137652,1774531921519,1774531783867,female,4,1,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,9598,trial
3701,good,45,,,cookie,Graduated High-school,☺️,137652,1774531921519,1774531783867,female,3,7,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,6778,trial
3701,bad,45,1,,cookie,Graduated High-school,😊,137652,1774531921519,1774531783867,female,0,1,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,4389,attention
3701,bad,45,,,restaurant meal,Graduated High-school,☹️,137652,1774531921519,1774531783867,female,2,2,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,8777,trial
3701,good,45,,,coffee,Graduated High-school,null,137652,1774531921519,1774531783867,female,1,6,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,6279,trial
3701,terrible,45,,,coffee,Graduated High-school,😠,137652,1774531921519,1774531783867,female,7,1,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,7048,trial
3701,okay,45,,,party,Graduated High-school,null,137652,1774531921519,1774531783867,female,1,5,true,English,5c40134b1580e900012320ab,69c534b8c1cc32ac33762e47,69c454f0a957309ec861affe,8229,trial
3702,terrible,59,,,restaurant meal,Higher degree,null,162408,1774531925045,1774531762637,female,6,2,true,english,5c6e60b04e08ad00018cc995,69c534ac54647f73c20277eb,69c454f0a957309ec861affe,19557,trial
3702,bad,59,,,movie,Higher degree,😩,162408,1774531925045,1774531762637,female,6,2,true,english,5c6e60b04e08ad00018cc995,69c534ac54647f73c20277eb,69c454f0a957309ec861affe,8468,trial
