submission_id,age,arousal,attentionCheckA,attentionCheckV,comments,context,education,experiment_duration,experiment_end_time,experiment_start_time,gender,isPassedAttention,languages,prolific_pid,prolific_session_id,prolific_study_id,responseTime,state,trialType,valence
3240,61,6,,,,cookie,Higher degree,214321,1772205432824,1772205218503,male,true,"English, French",66e0569e76fa6e4be6919693,69a1b49c1e26c0f8c7a6750e,69a1897608a0cd68430f0f9e,8948,3,trial,6
3240,61,1,,,,restaurant meal,Higher degree,214321,1772205432824,1772205218503,male,true,"English, French",66e0569e76fa6e4be6919693,69a1b49c1e26c0f8c7a6750e,69a1897608a0cd68430f0f9e,14677,1,trial,1
3254,52,3,,,,movie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,11824,2,trial,4
3254,52,2,,,,movie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,6933,1,trial,2
3254,52,7,,,,party,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,9129,3,trial,7
3254,52,3,3,4,,coffee,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,8164,2,attention,4
3254,52,9,,,,concert,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,5844,5,trial,9
3254,52,9,,,,party,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,3687,4,trial,8
3254,52,7,,,,cookie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,4525,3,trial,7
3254,52,3,3,1,,movie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,4565,5,attention,1
3254,52,8,,,,restaurant meal,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,5232,5,trial,9
3254,52,3,,,,restaurant meal,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,4639,1,trial,1
3254,52,3,,,,movie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,5092,2,trial,3
3254,52,6,,,,movie,Graduated College,125350,1772205497066,1772205371716,female,true,english,5f7760d025023628ce3f4d05,69a1b534a546ac575db23d7d,69a1897608a0cd68430f0f9e,4029,4,trial,7
3271,71,3,,,,party,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,29353,1,trial,2
3271,71,7,,,,concert,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,29292,4,trial,7
3271,71,2,,,,pizza,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,54789,3,trial,6
3271,71,5,5,5,,cookie,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,15401,5,attention,5
3271,71,7,,,,movie,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,13526,5,trial,9
3271,71,3,,,,concert,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,16678,2,trial,4
3271,71,3,,,,restaurant meal,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,32535,1,trial,2
3271,71,4,4,2,,concert,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,13301,4,attention,2
3271,71,6,,,,cookie,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,13401,5,trial,9
3271,71,7,,,,concert,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,20687,4,trial,7
3271,71,3,,,,movie,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,10663,2,trial,4
3271,71,5,,,,party,Graduated High-school,352985,1772205544999,1772205192014,male,true,English,637be9ed8005fb3ac639e04f,69a1b4796b5a82a68b495ef8,69a1897608a0cd68430f0f9e,18816,3,trial,6
3248,50,2,,,,coffee,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,17945,3,trial,5
3248,50,6,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,8192,2,trial,3
3248,50,8,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,5888,4,trial,8
3248,50,5,3,5,,restaurant meal,Graduated College,138703,1772205469732,1772205331029,female,false,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,17184,4,attention,9
3248,50,8,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,8072,1,trial,1
3248,50,9,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,4033,5,trial,9
3248,50,2,,,,cookie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,6705,3,trial,5
3248,50,5,5,4,,party,Graduated College,138703,1772205469732,1772205331029,female,false,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,5031,2,attention,8
3248,50,7,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,5096,4,trial,8
3248,50,8,,,,restaurant meal,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,8240,1,trial,1
3248,50,9,,,,movie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,3239,5,trial,9
3248,50,6,,,,cookie,Graduated College,138703,1772205469732,1772205331029,female,true,,669053bbebafdd430e770142,69a1b50b3b1bfd970fe95e5c,69a1897608a0cd68430f0f9e,8720,2,trial,3
3311,,1,,,,movie,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,36304,1,trial,1
3311,,7,,,,coffee,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,14799,4,trial,7
3311,,9,,,,movie,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,10367,5,trial,9
3311,,1,1,3,,pizza,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,28257,3,attention,3
3311,,5,,,,party,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,15655,3,trial,6
3311,,5,,,,coffee,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,27407,2,trial,2
3311,,1,,,,movie,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,11352,1,trial,1
3311,,1,1,4,,party,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,34064,3,attention,4
3311,,3,,,,coffee,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,28215,5,trial,9
3311,,1,,,,cookie,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,11104,2,trial,3
3311,,6,,,,movie,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,10056,3,trial,6
3311,,8,,,,concert,,281856,1772205699063,1772205417207,,true,,62d43cee3d60ac98c1dcacc8,69a1b561ee3c5b0fed5cd9cb,69a1897608a0cd68430f0f9e,12073,4,trial,8
3228,34,5,,,,restaurant meal,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,32874,4,trial,7
3228,34,6,,,,pizza,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,5384,5,trial,9
3228,34,7,,,,party,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,4455,1,trial,1
3228,34,6,1,2,,pizza,Higher degree,124773,1772205310739,1772205185966,female,false,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,5115,3,attention,3
3228,34,7,,,,coffee,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,4679,2,trial,3
3228,34,2,,,,party,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,5704,3,trial,5
3228,34,6,,,,cookie,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,4374,4,trial,7
3228,34,3,3,3,,movie,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,9821,3,attention,3
3228,34,7,,,,pizza,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,4449,2,trial,3
3228,34,8,,,,restaurant meal,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,4550,1,trial,1
3228,34,3,,,,cookie,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,5212,3,trial,5
3228,34,7,,,,pizza,Higher degree,124773,1772205310739,1772205185966,female,true,English,62740f4f578f0114e649016d,69a1b476d2d66c3ab7a78338,69a1897608a0cd68430f0f9e,3654,5,trial,9
3229,23,6,,,,restaurant meal,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,14080,3,trial,5
3229,23,8,,,,coffee,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3861,5,trial,8
3229,23,8,,,,cookie,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3449,1,trial,1
3229,23,5,5,2,,coffee,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,4155,3,attention,2
3229,23,7,,,,cookie,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3903,4,trial,7
3229,23,7,,,,party,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,5139,2,trial,2
3229,23,8,,,,party,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3342,4,trial,8
3229,23,5,5,3,,concert,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3888,2,attention,3
3229,23,7,,,,concert,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3403,2,trial,2
3229,23,9,,,,restaurant meal,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3813,1,trial,1
3229,23,6,,,,concert,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3528,3,trial,5
3229,23,9,,,,restaurant meal,Graduated College,73467,1772205312807,1772205239340,female,true,english,6978c3a72db1c98638d31aa7,69a1b4696b99c73807c56806,69a1897608a0cd68430f0f9e,3903,5,trial,9
3230,39,9,,,,concert,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,11881,5,trial,9
3230,39,3,,,,cookie,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,13292,2,trial,3
3230,39,5,,,,coffee,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,11604,3,trial,5
3230,39,3,3,5,,restaurant meal,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,10384,4,attention,5
3230,39,7,,,,movie,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,11216,4,trial,7
3230,39,1,,,,restaurant meal,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,9055,1,trial,1
3230,39,7,,,,restaurant meal,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,6646,4,trial,7
3230,39,2,2,2,,pizza,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,4752,1,attention,2
3230,39,3,,,,movie,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,10624,2,trial,3
3230,39,5,,,,party,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,5272,3,trial,5
3230,39,1,,,,party,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,7128,1,trial,1
3230,39,9,,,,movie,Higher degree,153820,1772205323611,1772205169791,male,true,English,62ead930d596b021e1e12007,69a1b46ba68818c070b9c0eb,69a1897608a0cd68430f0f9e,3672,5,trial,9
3232,66,3,,,,party,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,19728,1,trial,2
3232,66,8,,,,pizza,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,6485,5,trial,9
3232,66,7,,,,concert,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,8791,4,trial,7
3232,66,1,1,3,,concert,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,10119,5,attention,3
3232,66,4,,,,party,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,11207,3,trial,6
3232,66,4,,,,restaurant meal,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,9934,2,trial,4
3232,66,7,,,,party,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,11663,4,trial,7
3232,66,5,5,1,,cookie,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,7815,3,attention,1
3232,66,5,,,,pizza,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,12927,1,trial,2
3232,66,5,,,,pizza,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,6907,2,trial,3
3232,66,9,,,,restaurant meal,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,5355,5,trial,9
3232,66,5,,,,party,Graduated College,157401,1772205370279,1772205212878,female,true,english,6030cf35e7fec0f5c6d201c5,69a1b4935978ad15e77b7866,69a1897608a0cd68430f0f9e,6049,3,trial,6
3234,43,9,,,,party,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,27401,5,trial,8
3234,43,5,,,,pizza,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,7865,4,trial,7
3234,43,5,,,,party,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,12200,3,trial,6
3234,43,5,5,3,,party,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,8949,5,attention,3
3234,43,4,,,,concert,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,17151,2,trial,3
3234,43,6,,,,pizza,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,9984,1,trial,2
3234,43,6,,,,restaurant meal,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,7016,4,trial,7
3234,43,3,3,4,,cookie,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,9133,2,attention,4
3234,43,9,,,,concert,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,7817,5,trial,8
3234,43,5,,,,pizza,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,8633,3,trial,6
3234,43,5,,,,cookie,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,8984,2,trial,4
3234,43,5,,,,restaurant meal,Graduated College,193080,1772205375236,1772205182156,male,true,English,6931084867fa8967fa024a7b,69a1b46e82448268ff70dda4,69a1897608a0cd68430f0f9e,7249,1,trial,2
3235,28,6,,,,cookie,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,32532,3,trial,6
3235,28,9,,,,concert,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,14343,5,trial,9
3235,28,8,,,,concert,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,11285,4,trial,8
3235,28,5,5,4,,restaurant meal,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,18148,4,attention,4
3235,28,4,,,,pizza,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,6457,2,trial,4
3235,28,1,,,,pizza,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,6381,1,trial,1
3235,28,7,,,,party,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,6484,4,trial,7
3235,28,2,2,4,,movie,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,9888,4,attention,4
3235,28,3,,,,movie,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,7386,2,trial,3
3235,28,6,,,,movie,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,14287,3,trial,6
3235,28,9,,,,pizza,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,6492,5,trial,9
3235,28,1,,,,coffee,Higher degree,190439,1772205382608,1772205192169,female,true,English ,600823f4e4ff8838b38948f6,69a1b47ee36e5957691bfac6,69a1897608a0cd68430f0f9e,6462,1,trial,1
3227,67,5,,,Good luck with the study :-),party,Graduated College,136188,1772205311940,1772205175752,male,true,English,5d4310bbd8e961001b825ca4,69a1b46e1a0602566e4b33f8,69a1897608a0cd68430f0f9e,23214,2,trial,3
3227,67,5,,,Good luck with the study :-),party,Graduated College,136188,1772205311940,1772205175752,male,true,English,5d4310bbd8e961001b825ca4,69a1b46e1a0602566e4b33f8,69a1897608a0cd68430f0f9e,8408,3,trial,5
3227,67,3,,,Good luck with the study :-),pizza,Graduated College,136188,1772205311940,1772205175752,male,true,English,5d4310bbd8e961001b825ca4,69a1b46e1a0602566e4b33f8,69a1897608a0cd68430f0f9e,10264,1,trial,1
