submission_id,age,arousal,attentionCheckA,attentionCheckV,comments,country,emoji,emojiUsage,experiment_duration,experiment_end_time,experiment_start_time,gender,isPassedAttention,proficiency,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialType,valence
3242,44,8,0,0,,United Kingdom,kissing,7,65403,1772205442070,1772205376667,male,true,7,5bb775b0f1f9ba000140e7b3,69a1b4fc3faf72b1b6c39776,69a1b278a2342e6c08876bcf,2799,trial,8
3242,44,1,0,0,,United Kingdom,angry,7,65403,1772205442070,1772205376667,male,true,7,5bb775b0f1f9ba000140e7b3,69a1b4fc3faf72b1b6c39776,69a1b278a2342e6c08876bcf,3040,trial,1
3243,28,4,0,0,,South Africa,slightly_frowning_face,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,9973,trial,4
3243,28,5,0,0,,South Africa,weary,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,5119,trial,6
3243,28,6,0,0,,South Africa,kissing,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,6913,trial,6
3243,28,4,0,0,,South Africa,white_frowning_face,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,4202,trial,3
3243,28,2,2,1,,South Africa,arrow_up,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,8409,attention,1
3243,28,5,0,0,,South Africa,neutral_face,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,4200,trial,5
3243,28,8,0,0,,South Africa,grinning,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,7795,trial,8
3243,28,6,0,0,,South Africa,pensive,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,4584,trial,4
3243,28,9,0,0,,South Africa,smile,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,3567,trial,9
3243,28,1,1,5,,South Africa,arrow_up,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,5452,attention,5
3243,28,7,0,0,,South Africa,angry,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,5937,trial,2
3243,28,7,0,0,,South Africa,relaxed,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,3640,trial,7
3243,28,9,0,0,,South Africa,laughing,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,3477,trial,9
3243,28,5,0,0,,South Africa,slightly_smiling_face,6,126632,1772205442378,1772205315746,male,true,6,603e1fe6849f5c63a9997cf5,69a1b4fe3faf72b1b6c39778,69a1b278a2342e6c08876bcf,3423,trial,6
3244,22,4,0,0,,United States of America,neutral_face,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,13517,trial,3
3244,22,2,0,0,,United States of America,slightly_smiling_face,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,6715,trial,7
3244,22,8,0,0,,United States of America,relaxed,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,8117,trial,9
3244,22,2,0,0,,United States of America,pensive,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,5734,trial,1
3244,22,3,3,1,,United States of America,arrow_up,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,8749,attention,1
3244,22,8,0,0,,United States of America,smile,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,5534,trial,9
3244,22,8,0,0,,United States of America,weary,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,9301,trial,1
3244,22,7,0,0,,United States of America,kissing,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,4366,trial,7
3244,22,2,0,0,,United States of America,slightly_frowning_face,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,5500,trial,2
3244,22,3,3,3,,United States of America,arrow_up,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,4466,attention,3
3244,22,1,0,0,,United States of America,white_frowning_face,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,6083,trial,1
3244,22,9,0,0,,United States of America,laughing,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,3434,trial,9
3244,22,8,0,0,,United States of America,angry,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,9316,trial,1
3244,22,8,0,0,,United States of America,grinning,7,121719,1772205444225,1772205322506,female,true,7,60fcc7651cb27f1770cc7ad2,69a1b503449cb9022da309e7,69a1b278a2342e6c08876bcf,3316,trial,8
3247,32,5,0,0,,United Kingdom,white_frowning_face,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,13520,trial,3
3247,32,8,0,0,,United Kingdom,grinning,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,6107,trial,8
3247,32,6,0,0,,United Kingdom,relaxed,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,6884,trial,6
3247,32,5,0,0,,United Kingdom,weary,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,10379,trial,2
3247,32,2,2,2,,United Kingdom,arrow_up,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,9779,attention,2
3247,32,7,0,0,,United Kingdom,laughing,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,7638,trial,7
3247,32,5,0,0,,United Kingdom,neutral_face,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,4396,trial,5
3247,32,6,0,0,,United Kingdom,slightly_smiling_face,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,4256,trial,6
3247,32,5,0,0,,United Kingdom,slightly_frowning_face,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,5793,trial,3
3247,32,1,1,3,,United Kingdom,arrow_up,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,14730,attention,3
3247,32,7,0,0,,United Kingdom,kissing,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,6740,trial,7
3247,32,8,0,0,,United Kingdom,smile,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,8196,trial,8
3247,32,8,0,0,,United Kingdom,angry,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,7238,trial,2
3247,32,6,0,0,,United Kingdom,pensive,5,138595,1772205455371,1772205316776,female,true,7,5fc6301ce9b9d3035a703cfe,69a1b4fd331f45a78e538d11,69a1b278a2342e6c08876bcf,5977,trial,3
3249,58,6,0,0,,Canada,kissing,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,14353,trial,3
3249,58,9,0,0,,Canada,laughing,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,8907,trial,8
3249,58,8,0,0,,Canada,angry,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,9054,trial,3
3249,58,8,0,0,,Canada,smile,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,5284,trial,9
3249,58,3,3,5,,Canada,arrow_up,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,9246,attention,5
3249,58,8,0,0,,Canada,grinning,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,7826,trial,9
3249,58,4,0,0,,Canada,neutral_face,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,8984,trial,4
3249,58,5,0,0,,Canada,white_frowning_face,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,8721,trial,3
3249,58,5,0,0,,Canada,slightly_frowning_face,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,10102,trial,3
3249,58,4,4,1,,Canada,arrow_up,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,7368,attention,1
3249,58,6,0,0,,Canada,slightly_smiling_face,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,8761,trial,7
3249,58,7,0,0,,Canada,pensive,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,7398,trial,2
3249,58,8,0,0,,Canada,weary,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,7615,trial,1
3249,58,6,0,0,,Canada,relaxed,5,166597,1772205473105,1772205306508,female,true,7,6605b8d9e293ad3cabb46279,69a1b4f2aa978f4ee3baf12e,69a1b278a2342e6c08876bcf,7052,trial,7
3250,43,7,0,0,,United Kingdom,kissing,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,10801,trial,8
3250,43,3,0,0,,United Kingdom,slightly_frowning_face,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,5636,trial,2
3250,43,6,0,0,,United Kingdom,slightly_smiling_face,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,7159,trial,8
3250,43,8,0,0,,United Kingdom,relaxed,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,6374,trial,8
3250,43,1,1,5,,United Kingdom,arrow_up,7,154878,1772205480976,1772205326098,male,false,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,9091,attention,7
3250,43,8,0,0,,United Kingdom,smile,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,8601,trial,9
3250,43,8,0,0,,United Kingdom,weary,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,6684,trial,2
3250,43,1,0,0,,United Kingdom,neutral_face,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,5979,trial,5
3250,43,8,0,0,,United Kingdom,laughing,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,4189,trial,8
3250,43,4,4,1,,United Kingdom,arrow_up,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,8579,attention,1
3250,43,8,0,0,,United Kingdom,angry,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,7491,trial,8
3250,43,6,0,0,,United Kingdom,white_frowning_face,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,6107,trial,2
3250,43,8,0,0,,United Kingdom,pensive,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,34208,trial,2
3250,43,7,0,0,,United Kingdom,grinning,7,154878,1772205480976,1772205326098,male,true,7,5f70576bb22a006197aea6de,69a1b50545fe0aa20435e9d0,69a1b278a2342e6c08876bcf,4054,trial,8
3268,53,2,0,0,,United Kingdom,pensive,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,17410,trial,5
3268,53,7,0,0,,United Kingdom,grinning,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,12170,trial,9
3268,53,8,0,0,,United Kingdom,angry,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,11240,trial,2
3268,53,7,0,0,,United Kingdom,smile,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,9616,trial,9
3268,53,2,2,1,,United Kingdom,arrow_up,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,8265,attention,1
3268,53,4,0,0,,United Kingdom,kissing,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,13036,trial,3
3268,53,3,0,0,,United Kingdom,neutral_face,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,9835,trial,4
3268,53,3,0,0,,United Kingdom,slightly_smiling_face,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,10169,trial,8
3268,53,2,0,0,,United Kingdom,slightly_frowning_face,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,11588,trial,2
3268,53,5,5,4,,United Kingdom,arrow_up,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,6712,attention,4
3268,53,9,0,0,,United Kingdom,laughing,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,7375,trial,8
3268,53,7,0,0,,United Kingdom,relaxed,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,8736,trial,8
3268,53,5,0,0,,United Kingdom,white_frowning_face,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,12104,trial,1
3268,53,7,0,0,,United Kingdom,weary,5,188247,1772205542592,1772205354345,male,true,7,60cf5ca7f7689965b747007c,69a1b5194940fcfcfd876c1b,69a1b278a2342e6c08876bcf,6328,trial,2
3252,33,3,0,0,,United Kingdom,pensive,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,8941,trial,2
3252,33,8,0,0,,United Kingdom,angry,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,8016,trial,1
3252,33,6,0,0,,United Kingdom,weary,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,5646,trial,2
3252,33,7,0,0,,United Kingdom,grinning,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,6477,trial,9
3252,33,1,1,1,,United Kingdom,arrow_up,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,6677,attention,1
3252,33,5,0,0,,United Kingdom,slightly_smiling_face,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,7806,trial,7
3252,33,3,0,0,,United Kingdom,white_frowning_face,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,6588,trial,3
3252,33,6,0,0,,United Kingdom,kissing,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,6467,trial,7
3252,33,7,0,0,,United Kingdom,laughing,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,10236,trial,8
3252,33,3,3,3,,United Kingdom,arrow_up,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,6015,attention,3
3252,33,4,0,0,,United Kingdom,slightly_frowning_face,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,14656,trial,3
3252,33,4,0,0,,United Kingdom,relaxed,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,5631,trial,7
3252,33,2,0,0,,United Kingdom,neutral_face,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,7688,trial,4
3252,33,8,0,0,,United Kingdom,smile,6,162175,1772205488024,1772205325849,female,true,7,589b0346742ceb0001298b8e,69a1b5031def3ff061bd7ec5,69a1b278a2342e6c08876bcf,7948,trial,9
3253,52,8,0,0,,United Kingdom,smile,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,13213,trial,9
3253,52,7,0,0,,United Kingdom,angry,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,8443,trial,2
3253,52,4,0,0,,United Kingdom,pensive,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,10630,trial,3
3253,52,8,0,0,,United Kingdom,weary,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,6337,trial,2
3253,52,1,1,2,,United Kingdom,arrow_up,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,17486,attention,2
3253,52,5,0,0,,United Kingdom,neutral_face,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,6524,trial,5
3253,52,4,0,0,,United Kingdom,white_frowning_face,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,7338,trial,3
3253,52,5,0,0,,United Kingdom,kissing,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,7943,trial,5
3253,52,3,0,0,,United Kingdom,slightly_frowning_face,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,15708,trial,3
3253,52,5,5,4,,United Kingdom,arrow_up,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,5236,attention,4
3253,52,7,0,0,,United Kingdom,grinning,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,18755,trial,7
3253,52,4,0,0,,United Kingdom,relaxed,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,6831,trial,7
3253,52,8,0,0,,United Kingdom,laughing,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,8439,trial,8
3253,52,5,0,0,,United Kingdom,slightly_smiling_face,6,172847,1772205493300,1772205320453,male,true,7,5800eb53beccf8000100cb06,69a1b500e337471e711a57b0,69a1b278a2342e6c08876bcf,6215,trial,7
3255,50,4,0,0,,United Kingdom,relaxed,5,188254,1772205496825,1772205308571,female,true,7,57308d1530a5560010ecbc1a,69a1b4f238b3cc772e8c6e70,69a1b278a2342e6c08876bcf,13728,trial,8
3255,50,6,0,0,,United Kingdom,kissing,5,188254,1772205496825,1772205308571,female,true,7,57308d1530a5560010ecbc1a,69a1b4f238b3cc772e8c6e70,69a1b278a2342e6c08876bcf,19579,trial,7
3255,50,7,0,0,,United Kingdom,weary,5,188254,1772205496825,1772205308571,female,true,7,57308d1530a5560010ecbc1a,69a1b4f238b3cc772e8c6e70,69a1b278a2342e6c08876bcf,11202,trial,2
