submission_id,adj,age,attentionCheck,comments,context,education,emoji,experiment_duration,experiment_end_time,experiment_start_time,gender,goalEmotion,goalState,inferredState,isPassedAttention,languages,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialType
3795,bad,35,,,restaurant meal,Higher degree,null,114852,1774550849074,1774550734222,female,1,1,1,true,English,6777c88074566bdef374f9e5,69c57ec5e64c3fe20b15b3ae,69c4533653a5dca26006e516,4517,trial
3795,terrible,35,,,restaurant meal,Higher degree,😩,114852,1774550849074,1774550734222,female,7,7,1,true,English,6777c88074566bdef374f9e5,69c57ec5e64c3fe20b15b3ae,69c4533653a5dca26006e516,7083,trial
3795,good,35,,,pizza,Higher degree,😆,114852,1774550849074,1774550734222,female,7,7,4,true,English,6777c88074566bdef374f9e5,69c57ec5e64c3fe20b15b3ae,69c4533653a5dca26006e516,7866,trial
3796,bad,24,,,pizza,Higher degree,😠,124116,1774550868815,1774550744699,male,8,9,1,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,25318,trial
3796,okay,24,,,pizza,Higher degree,null,124116,1774550868815,1774550744699,male,6,4,3,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,14463,trial
3796,good,24,,,cookie,Higher degree,null,124116,1774550868815,1774550744699,male,8,9,5,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,7975,trial
3796,bad,24,3,,cookie,Higher degree,😐,124116,1774550868815,1774550744699,male,null,null,3,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,5821,attention
3796,good,24,,,coffee,Higher degree,😆,124116,1774550868815,1774550744699,male,9,7,5,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,6975,trial
3796,terrible,24,,,party,Higher degree,☹️,124116,1774550868815,1774550744699,male,9,7,1,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,10522,trial
3796,amazing,24,,,movie,Higher degree,null,124116,1774550868815,1774550744699,male,7,6,5,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,4269,trial
3796,bad,24,3,,concert,Higher degree,😐,124116,1774550868815,1774550744699,male,null,null,3,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,2779,attention
3796,terrible,24,,,coffee,Higher degree,null,124116,1774550868815,1774550744699,male,8,7,1,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,10147,trial
3796,bad,24,,,concert,Higher degree,null,124116,1774550868815,1774550744699,male,7,6,1,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,7590,trial
3796,okay,24,,,pizza,Higher degree,😗,124116,1774550868815,1774550744699,male,5,5,3,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,5146,trial
3796,amazing,24,,,cookie,Higher degree,🙂,124116,1774550868815,1774550744699,male,9,8,5,true,English,69c2a438522cff31e43a8e02,69c57ecc70bbb0c41ae85a66,69c4533653a5dca26006e516,9316,trial
3797,okay,42,,,pizza,Higher degree,null,242114,1774550868373,1774550626259,female,5,5,2,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,18897,trial
3797,okay,42,,,movie,Higher degree,😐,242114,1774550868373,1774550626259,female,5,5,3,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,10728,trial
3797,amazing,42,,,movie,Higher degree,null,242114,1774550868373,1774550626259,female,9,9,5,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,6584,trial
3797,amazing,42,3,,concert,Higher degree,😐,242114,1774550868373,1774550626259,female,null,null,3,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,3559,attention
3797,good,42,,,party,Higher degree,🙂,242114,1774550868373,1774550626259,female,7,7,4,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,40256,trial
3797,good,42,,,restaurant meal,Higher degree,null,242114,1774550868373,1774550626259,female,6,6,3,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,7344,trial
3797,terrible,42,,,restaurant meal,Higher degree,😔,242114,1774550868373,1774550626259,female,1,1,1,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,10326,trial
3797,good,42,3,,coffee,Higher degree,😠,242114,1774550868373,1774550626259,female,null,null,3,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,4217,attention
3797,terrible,42,,,pizza,Higher degree,null,242114,1774550868373,1774550626259,female,1,1,1,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,79784,trial
3797,bad,42,,,party,Higher degree,null,242114,1774550868373,1774550626259,female,2,2,2,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,5672,trial
3797,amazing,42,,,cookie,Higher degree,😀,242114,1774550868373,1774550626259,female,9,9,5,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,5760,trial
3797,bad,42,,,pizza,Higher degree,😔,242114,1774550868373,1774550626259,female,1,1,1,true,English ,69b175a2e4064835321de40c,69c57e543a8726730983a61a,69c4533653a5dca26006e516,5343,trial
3798,bad,57,,,movie,Higher degree,null,185887,1774550926503,1774550740616,male,1,9,1,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,48180,trial
3798,good,57,,,movie,Higher degree,null,185887,1774550926503,1774550740616,male,7,8,4,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,14212,trial
3798,amazing,57,,,cookie,Higher degree,🙂,185887,1774550926503,1774550740616,male,7,9,5,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,10807,trial
3798,okay,57,2,,concert,Higher degree,😔,185887,1774550926503,1774550740616,male,null,null,2,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,5491,attention
3798,amazing,57,,,cookie,Higher degree,null,185887,1774550926503,1774550740616,male,7,9,5,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,9292,trial
3798,okay,57,,,party,Higher degree,null,185887,1774550926503,1774550740616,male,6,9,3,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,7133,trial
3798,okay,57,,,party,Higher degree,😗,185887,1774550926503,1774550740616,male,6,9,3,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,6022,trial
3798,terrible,57,1,,coffee,Higher degree,😗,185887,1774550926503,1774550740616,male,null,null,1,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,5129,attention
3798,terrible,57,,,movie,Higher degree,😔,185887,1774550926503,1774550740616,male,8,9,1,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,9039,trial
3798,terrible,57,,,cookie,Higher degree,null,185887,1774550926503,1774550740616,male,6,9,1,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,8422,trial
3798,bad,57,,,coffee,Higher degree,😩,185887,1774550926503,1774550740616,male,9,9,1,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,8454,trial
3798,good,57,,,pizza,Higher degree,🙂,185887,1774550926503,1774550740616,male,9,9,4,true,English,69bfb254b4b396ab17d9bb1d,69c57ecd25d87bcf2cc8ec23,69c4533653a5dca26006e516,5436,trial
3800,good,40,,No,cookie,Higher degree,😆,217732,1774550945576,1774550727844,male,7,7,4,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,10636,trial
3800,okay,40,,No,party,Higher degree,😐,217732,1774550945576,1774550727844,male,6,6,2,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,5390,trial
3800,terrible,40,,No,concert,Higher degree,😩,217732,1774550945576,1774550727844,male,7,7,1,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,4774,trial
3800,okay,40,5,No,party,Higher degree,😐,217732,1774550945576,1774550727844,male,null,null,5,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3866,attention
3800,amazing,40,,No,restaurant meal,Higher degree,☺️,217732,1774550945576,1774550727844,male,8,8,5,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3556,trial
3800,good,40,,No,party,Higher degree,null,217732,1774550945576,1774550727844,male,4,4,3,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3478,trial
3800,okay,40,,No,pizza,Higher degree,null,217732,1774550945576,1774550727844,male,4,4,3,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3369,trial
3800,good,40,1,No,party,Higher degree,☹️,217732,1774550945576,1774550727844,male,null,null,1,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,2637,attention
3800,bad,40,,No,pizza,Higher degree,😔,217732,1774550945576,1774550727844,male,7,6,1,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,7710,trial
3800,amazing,40,,No,pizza,Higher degree,null,217732,1774550945576,1774550727844,male,8,8,5,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,2993,trial
3800,bad,40,,No,cookie,Higher degree,null,217732,1774550945576,1774550727844,male,5,5,2,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3563,trial
3800,terrible,40,,No,concert,Higher degree,null,217732,1774550945576,1774550727844,male,6,5,1,true,English,5c66d6a50d7f5f00014b8ab0,69c57ec3e9d8b248b46d3739,69c4533653a5dca26006e516,3293,trial
3801,good,39,,thank you,pizza,Graduated High-school,🙂,165298,1774550982124,1774550816826,male,2,7,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,24784,trial
3801,terrible,39,,thank you,movie,Graduated High-school,null,165298,1774550982124,1774550816826,male,9,9,1,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,14043,trial
3801,amazing,39,,thank you,cookie,Graduated High-school,😆,165298,1774550982124,1774550816826,male,7,9,5,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,9885,trial
3801,good,39,1,thank you,movie,Graduated High-school,☺️,165298,1774550982124,1774550816826,male,null,null,1,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,13034,attention
3801,okay,39,,thank you,movie,Graduated High-school,😗,165298,1774550982124,1774550816826,male,5,5,3,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,11502,trial
3801,bad,39,,thank you,coffee,Graduated High-school,null,165298,1774550982124,1774550816826,male,7,4,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,12170,trial
3801,terrible,39,,thank you,pizza,Graduated High-school,☹️,165298,1774550982124,1774550816826,male,7,7,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,9092,trial
3801,okay,39,3,thank you,coffee,Graduated High-school,🙁,165298,1774550982124,1774550816826,male,null,null,3,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,3964,attention
3801,good,39,,thank you,coffee,Graduated High-school,null,165298,1774550982124,1774550816826,male,6,5,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,7860,trial
3801,amazing,39,,thank you,concert,Graduated High-school,null,165298,1774550982124,1774550816826,male,9,9,5,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,7810,trial
3801,bad,39,,thank you,movie,Graduated High-school,🙁,165298,1774550982124,1774550816826,male,8,6,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,14418,trial
3801,okay,39,,thank you,movie,Graduated High-school,null,165298,1774550982124,1774550816826,male,7,6,4,true,english,65380aa0598f6524cdbcf013,69c57f18be68289887762a76,69c4533653a5dca26006e516,9084,trial
3803,terrible,45,,none,concert,Graduated High-school,☹️,281095,1774551032577,1774550751482,female,6,1,1,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,32087,trial
3803,okay,45,,none,movie,Graduated High-school,null,281095,1774551032577,1774550751482,female,2,2,3,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,13560,trial
3803,amazing,45,,none,movie,Graduated High-school,🙂,281095,1774551032577,1774550751482,female,8,7,5,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,10504,trial
3803,okay,45,3,none,concert,Graduated High-school,🙂,281095,1774551032577,1774550751482,female,null,null,3,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,11880,attention
3803,good,45,,none,movie,Graduated High-school,null,281095,1774551032577,1774550751482,female,5,4,4,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,19759,trial
3803,terrible,45,,none,concert,Graduated High-school,null,281095,1774551032577,1774550751482,female,3,3,4,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,23824,trial
3803,good,45,,none,coffee,Graduated High-school,😊,281095,1774551032577,1774550751482,female,7,7,4,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,6632,trial
3803,amazing,45,2,none,cookie,Graduated High-school,☺️,281095,1774551032577,1774550751482,female,null,null,2,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,10584,attention
3803,bad,45,,none,coffee,Graduated High-school,😔,281095,1774551032577,1774550751482,female,4,4,1,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,14648,trial
3803,bad,45,,none,pizza,Graduated High-school,null,281095,1774551032577,1774550751482,female,4,2,1,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,25440,trial
3803,amazing,45,,none,cookie,Graduated High-school,null,281095,1774551032577,1774550751482,female,8,8,4,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,9144,trial
3803,okay,45,,none,restaurant meal,Graduated High-school,😐,281095,1774551032577,1774550751482,female,5,5,3,true,english,69a30c73f94c3e12978508b8,69c57ed55e023ad9831bc363,69c4533653a5dca26006e516,8272,trial
3799,good,27,,no,restaurant meal,Graduated High-school,null,154498,1774550927019,1774550772521,female,6,6,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,13835,trial
3799,amazing,27,,no,coffee,Graduated High-school,😆,154498,1774550927019,1774550772521,female,8,8,5,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,7331,trial
3799,bad,27,,no,movie,Graduated High-school,😩,154498,1774550927019,1774550772521,female,7,7,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,8498,trial
3799,bad,27,2,no,coffee,Graduated High-school,🙁,154498,1774550927019,1774550772521,female,null,null,2,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,5934,attention
3799,okay,27,,no,movie,Graduated High-school,😐,154498,1774550927019,1774550772521,female,7,7,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,7495,trial
3799,terrible,27,,no,cookie,Graduated High-school,😠,154498,1774550927019,1774550772521,female,7,8,5,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,10371,trial
3799,bad,27,,no,cookie,Graduated High-school,null,154498,1774550927019,1774550772521,female,6,6,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,5784,trial
3799,terrible,27,4,no,coffee,Graduated High-school,😆,154498,1774550927019,1774550772521,female,null,null,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,8439,attention
3799,amazing,27,,no,movie,Graduated High-school,null,154498,1774550927019,1774550772521,female,6,6,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,5301,trial
3799,good,27,,no,restaurant meal,Graduated High-school,😊,154498,1774550927019,1774550772521,female,7,7,5,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,7167,trial
3799,okay,27,,no,pizza,Graduated High-school,null,154498,1774550927019,1774550772521,female,7,7,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,6784,trial
3799,terrible,27,,no,pizza,Graduated High-school,null,154498,1774550927019,1774550772521,female,6,6,4,true,english,67299a3cb9242638dd2556db,69c57eec7c3dbf6932828425,69c4533653a5dca26006e516,4768,trial
3802,okay,25,,,party,Graduated College,null,153780,1774551010550,1774550856770,female,3,4,3,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,18453,trial
3802,good,25,,,cookie,Graduated College,null,153780,1774551010550,1774550856770,female,4,4,4,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,15582,trial
3802,bad,25,,,restaurant meal,Graduated College,😩,153780,1774551010550,1774550856770,female,7,7,1,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,15383,trial
3802,amazing,25,4,,coffee,Graduated College,😊,153780,1774551010550,1774550856770,female,null,null,4,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,7402,attention
3802,okay,25,,,coffee,Graduated College,😗,153780,1774551010550,1774550856770,female,3,3,3,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,15380,trial
3802,bad,25,,,party,Graduated College,null,153780,1774551010550,1774550856770,female,2,2,1,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,10749,trial
3802,amazing,25,,,coffee,Graduated College,null,153780,1774551010550,1774550856770,female,6,6,5,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,10348,trial
3802,terrible,25,2,,cookie,Graduated College,🙁,153780,1774551010550,1774550856770,female,null,null,2,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,3984,attention
3802,good,25,,,coffee,Graduated College,🙂,153780,1774551010550,1774550856770,female,8,7,4,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,8932,trial
3802,amazing,25,,,movie,Graduated College,😀,153780,1774551010550,1774550856770,female,8,7,5,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,5680,trial
3802,terrible,25,,,pizza,Graduated College,😠,153780,1774551010550,1774550856770,female,8,7,1,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,5921,trial
3802,terrible,25,,,cookie,Graduated College,null,153780,1774551010550,1774550856770,female,2,2,1,true,English,69c1ee5fbfa5c749e4bf2705,69c57f3f63e123581666fc68,69c4533653a5dca26006e516,5346,trial
3804,okay,40,,,cookie,Graduated College,😐,180306,1774551045251,1774550864945,female,8,8,3,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,29722,trial
3804,amazing,40,,,pizza,Graduated College,😆,180306,1774551045251,1774550864945,female,9,9,5,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,8301,trial
3804,bad,40,,,cookie,Graduated College,null,180306,1774551045251,1774550864945,female,4,7,1,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,19913,trial
3804,bad,40,5,,coffee,Graduated College,😆,180306,1774551045251,1774550864945,female,null,null,5,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,4542,attention
3804,amazing,40,,,movie,Graduated College,null,180306,1774551045251,1774550864945,female,5,9,5,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,12068,trial
3804,okay,40,,,coffee,Graduated College,null,180306,1774551045251,1774550864945,female,7,7,3,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,10380,trial
3804,good,40,,,pizza,Graduated College,☺️,180306,1774551045251,1774550864945,female,9,9,4,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,7672,trial
3804,amazing,40,1,,restaurant meal,Graduated College,☹️,180306,1774551045251,1774550864945,female,null,null,1,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,4994,attention
3804,bad,40,,,cookie,Graduated College,😔,180306,1774551045251,1774550864945,female,9,8,1,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,16186,trial
3804,good,40,,,concert,Graduated College,null,180306,1774551045251,1774550864945,female,7,8,4,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,14696,trial
3804,terrible,40,,,concert,Graduated College,null,180306,1774551045251,1774550864945,female,5,8,1,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,12867,trial
3804,terrible,40,,,cookie,Graduated College,😩,180306,1774551045251,1774550864945,female,8,8,1,true,English,5f88e12c764cc40463b32be9,69c57f487eed2207f2438d08,69c4533653a5dca26006e516,9255,trial
